GEONAME,LNTITLE,GEOID,CVAP_EST
"Kanabec County, Minnesota",Asian and White,05000US27065,4
"Kanabec County, Minnesota",Black or African American and White,05000US27065,30
"Kanabec County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27065,4
"Kanabec County, Minnesota",Remainder of Two or More Race Responses,05000US27065,4
"Kanabec County, Minnesota",Hispanic or Latino,05000US27065,145
"Kandiyohi County, Minnesota",Total,05000US27067,30770
"Kandiyohi County, Minnesota",Not Hispanic or Latino,05000US27067,28675
"Kandiyohi County, Minnesota",American Indian or Alaska Native Alone,05000US27067,45
"Kandiyohi County, Minnesota",Asian Alone,05000US27067,120
"Kandiyohi County, Minnesota",Black or African American Alone,05000US27067,185
"Kandiyohi County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27067,0
"Kandiyohi County, Minnesota",White Alone,05000US27067,28065
"Kandiyohi County, Minnesota",American Indian or Alaska Native and White,05000US27067,90
"Kandiyohi County, Minnesota",Asian and White,05000US27067,30
"Kandiyohi County, Minnesota",Black or African American and White,05000US27067,105
"Kandiyohi County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27067,0
"Kandiyohi County, Minnesota",Remainder of Two or More Race Responses,05000US27067,25
"Kandiyohi County, Minnesota",Hispanic or Latino,05000US27067,2095
"Kittson County, Minnesota",Total,05000US27069,3445
"Kittson County, Minnesota",Not Hispanic or Latino,05000US27069,3400
"Kittson County, Minnesota",American Indian or Alaska Native Alone,05000US27069,4
"Kittson County, Minnesota",Asian Alone,05000US27069,4
"Kittson County, Minnesota",Black or African American Alone,05000US27069,20
"Kittson County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27069,0
"Kittson County, Minnesota",White Alone,05000US27069,3360
"Kittson County, Minnesota",American Indian or Alaska Native and White,05000US27069,4
"Kittson County, Minnesota",Asian and White,05000US27069,4
"Kittson County, Minnesota",Black or African American and White,05000US27069,4
"Kittson County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27069,0
"Kittson County, Minnesota",Remainder of Two or More Race Responses,05000US27069,4
"Kittson County, Minnesota",Hispanic or Latino,05000US27069,45
"Koochiching County, Minnesota",Total,05000US27071,10115
"Koochiching County, Minnesota",Not Hispanic or Latino,05000US27071,10095
"Koochiching County, Minnesota",American Indian or Alaska Native Alone,05000US27071,280
"Koochiching County, Minnesota",Asian Alone,05000US27071,20
"Koochiching County, Minnesota",Black or African American Alone,05000US27071,30
"Koochiching County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27071,0
"Koochiching County, Minnesota",White Alone,05000US27071,9640
"Koochiching County, Minnesota",American Indian or Alaska Native and White,05000US27071,95
"Koochiching County, Minnesota",Asian and White,05000US27071,0
"Koochiching County, Minnesota",Black or African American and White,05000US27071,35
"Koochiching County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27071,0
"Koochiching County, Minnesota",Remainder of Two or More Race Responses,05000US27071,0
"Koochiching County, Minnesota",Hispanic or Latino,05000US27071,20
"Lac qui Parle County, Minnesota",Total,05000US27073,5480
"Lac qui Parle County, Minnesota",Not Hispanic or Latino,05000US27073,5385
"Lac qui Parle County, Minnesota",American Indian or Alaska Native Alone,05000US27073,15
"Lac qui Parle County, Minnesota",Asian Alone,05000US27073,15
"Lac qui Parle County, Minnesota",Black or African American Alone,05000US27073,10
"Lac qui Parle County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27073,0
"Lac qui Parle County, Minnesota",White Alone,05000US27073,5320
"Lac qui Parle County, Minnesota",American Indian or Alaska Native and White,05000US27073,15
"Lac qui Parle County, Minnesota",Asian and White,05000US27073,4
"Lac qui Parle County, Minnesota",Black or African American and White,05000US27073,4
"Lac qui Parle County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27073,0
"Lac qui Parle County, Minnesota",Remainder of Two or More Race Responses,05000US27073,0
"Lac qui Parle County, Minnesota",Hispanic or Latino,05000US27073,95
"Lake County, Minnesota",Total,05000US27075,8645
"Lake County, Minnesota",Not Hispanic or Latino,05000US27075,8535
"Lake County, Minnesota",American Indian or Alaska Native Alone,05000US27075,55
"Lake County, Minnesota",Asian Alone,05000US27075,0
"Lake County, Minnesota",Black or African American Alone,05000US27075,55
"Lake County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27075,4
"Lake County, Minnesota",White Alone,05000US27075,8340
"Lake County, Minnesota",American Indian or Alaska Native and White,05000US27075,55
"Lake County, Minnesota",Asian and White,05000US27075,10
"Lake County, Minnesota",Black or African American and White,05000US27075,4
"Lake County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27075,0
"Lake County, Minnesota",Remainder of Two or More Race Responses,05000US27075,4
"Lake County, Minnesota",Hispanic or Latino,05000US27075,110
"Lake of the Woods County, Minnesota",Total,05000US27077,3145
"Lake of the Woods County, Minnesota",Not Hispanic or Latino,05000US27077,3130
"Lake of the Woods County, Minnesota",American Indian or Alaska Native Alone,05000US27077,10
"Lake of the Woods County, Minnesota",Asian Alone,05000US27077,0
"Lake of the Woods County, Minnesota",Black or African American Alone,05000US27077,4
"Lake of the Woods County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27077,0
"Lake of the Woods County, Minnesota",White Alone,05000US27077,3050
"Lake of the Woods County, Minnesota",American Indian or Alaska Native and White,05000US27077,45
"Lake of the Woods County, Minnesota",Asian and White,05000US27077,25
"Lake of the Woods County, Minnesota",Black or African American and White,05000US27077,0
"Lake of the Woods County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27077,0
"Lake of the Woods County, Minnesota",Remainder of Two or More Race Responses,05000US27077,0
"Lake of the Woods County, Minnesota",Hispanic or Latino,05000US27077,15
"Le Sueur County, Minnesota",Total,05000US27079,20435
"Le Sueur County, Minnesota",Not Hispanic or Latino,05000US27079,19990
"Le Sueur County, Minnesota",American Indian or Alaska Native Alone,05000US27079,70
"Le Sueur County, Minnesota",Asian Alone,05000US27079,90
"Le Sueur County, Minnesota",Black or African American Alone,05000US27079,95
"Le Sueur County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27079,4
"Le Sueur County, Minnesota",White Alone,05000US27079,19585
"Le Sueur County, Minnesota",American Indian or Alaska Native and White,05000US27079,95
"Le Sueur County, Minnesota",Asian and White,05000US27079,25
"Le Sueur County, Minnesota",Black or African American and White,05000US27079,15
"Le Sueur County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27079,0
"Le Sueur County, Minnesota",Remainder of Two or More Race Responses,05000US27079,10
"Le Sueur County, Minnesota",Hispanic or Latino,05000US27079,450
"Lincoln County, Minnesota",Total,05000US27081,4480
"Lincoln County, Minnesota",Not Hispanic or Latino,05000US27081,4425
"Lincoln County, Minnesota",American Indian or Alaska Native Alone,05000US27081,20
"Lincoln County, Minnesota",Asian Alone,05000US27081,4
"Lincoln County, Minnesota",Black or African American Alone,05000US27081,10
"Lincoln County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27081,0
"Lincoln County, Minnesota",White Alone,05000US27081,4380
"Lincoln County, Minnesota",American Indian or Alaska Native and White,05000US27081,4
"Lincoln County, Minnesota",Asian and White,05000US27081,4
"Lincoln County, Minnesota",Black or African American and White,05000US27081,4
"Lincoln County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27081,0
"Lincoln County, Minnesota",Remainder of Two or More Race Responses,05000US27081,0
"Lincoln County, Minnesota",Hispanic or Latino,05000US27081,55
"Lyon County, Minnesota",Total,05000US27083,18535
"Lyon County, Minnesota",Not Hispanic or Latino,05000US27083,18030
"Lyon County, Minnesota",American Indian or Alaska Native Alone,05000US27083,120
"Lyon County, Minnesota",Asian Alone,05000US27083,420
"Lyon County, Minnesota",Black or African American Alone,05000US27083,270
"Lyon County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27083,0
"Lyon County, Minnesota",White Alone,05000US27083,17165
"Lyon County, Minnesota",American Indian or Alaska Native and White,05000US27083,25
"Lyon County, Minnesota",Asian and White,05000US27083,10
"Lyon County, Minnesota",Black or African American and White,05000US27083,10
"Lyon County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27083,0
"Lyon County, Minnesota",Remainder of Two or More Race Responses,05000US27083,4
"Lyon County, Minnesota",Hispanic or Latino,05000US27083,505
"McLeod County, Minnesota",Total,05000US27085,26615
"McLeod County, Minnesota",Not Hispanic or Latino,05000US27085,26095
"McLeod County, Minnesota",American Indian or Alaska Native Alone,05000US27085,75
"McLeod County, Minnesota",Asian Alone,05000US27085,90
"McLeod County, Minnesota",Black or African American Alone,05000US27085,40
"McLeod County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27085,0
"McLeod County, Minnesota",White Alone,05000US27085,25635
"McLeod County, Minnesota",American Indian or Alaska Native and White,05000US27085,105
"McLeod County, Minnesota",Asian and White,05000US27085,10
"McLeod County, Minnesota",Black or African American and White,05000US27085,105
"McLeod County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27085,0
"McLeod County, Minnesota",Remainder of Two or More Race Responses,05000US27085,35
"McLeod County, Minnesota",Hispanic or Latino,05000US27085,520
"Mahnomen County, Minnesota",Total,05000US27087,3780
"Mahnomen County, Minnesota",Not Hispanic or Latino,05000US27087,3705
"Mahnomen County, Minnesota",American Indian or Alaska Native Alone,05000US27087,1280
"Mahnomen County, Minnesota",Asian Alone,05000US27087,10
"Mahnomen County, Minnesota",Black or African American Alone,05000US27087,4
"Mahnomen County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27087,15
"Mahnomen County, Minnesota",White Alone,05000US27087,2140
"Mahnomen County, Minnesota",American Indian or Alaska Native and White,05000US27087,200
"Mahnomen County, Minnesota",Asian and White,05000US27087,4
"Mahnomen County, Minnesota",Black or African American and White,05000US27087,25
"Mahnomen County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27087,20
"Mahnomen County, Minnesota",Remainder of Two or More Race Responses,05000US27087,10
"Mahnomen County, Minnesota",Hispanic or Latino,05000US27087,75
"Marshall County, Minnesota",Total,05000US27089,7150
"Marshall County, Minnesota",Not Hispanic or Latino,05000US27089,6990
"Marshall County, Minnesota",American Indian or Alaska Native Alone,05000US27089,25
"Marshall County, Minnesota",Asian Alone,05000US27089,15
"Marshall County, Minnesota",Black or African American Alone,05000US27089,20
"Marshall County, Minnesota",Native Hawaiian or Other Pacific Islander Alone,05000US27089,4
"Marshall County, Minnesota",White Alone,05000US27089,6900
"Marshall County, Minnesota",American Indian or Alaska Native and White,05000US27089,15
"Marshall County, Minnesota",Asian and White,05000US27089,4
"Marshall County, Minnesota",Black or African American and White,05000US27089,10
"Marshall County, Minnesota",American Indian or Alaska Native and Black or African American,05000US27089,0
"Marshall County, Minnesota",Remainder of Two or More Race Responses,05000US27089,10
"Marshall County, Minnesota",Hispanic or Latino,05000US27089,160
"Martin County, Minnesota",Total,05000US27091,15480
"Martin County, Minnesota",Not Hispanic or Latino,05000US27091,15280
"Martin County, Minnesota",American Indian or Alaska Native Alone,05000US27091,15
"Martin County, Minnesota",Asian Alone,05000US27091,110
